tweet_id,airline_sentiment,airline_sentiment_confidence,negative_reason,negative_reason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone,day,hour,minute,second,fractional_hour,hour_sin,hour_cos
570294189143031808,0,0.6769,0,0.0,0,idk_but_youtube,0,@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24,2015-02-24 10:48:24-08:00,1/1 loner squad,Eastern Time (US & Canada),24,10,48,24,10.806666666666667,0.3073566177998073,-0.9515944038794382
570289724453216256,1,1.0,0,0.0,0,HyperCamiLax,0,@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D,2015-02-24 10:30:40-08:00,NYC,America/New_York,24,10,30,40,10.511111111111111,0.37999436047779905,-0.9249888031782161
570289584061480960,1,1.0,0,0.0,0,HyperCamiLax,0,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp; I haven't even gone on my 1st trip yet! ;p,2015-02-24 10:30:06-08:00,NYC,America/New_York,24,10,30,6,10.501666666666667,0.3822802774557667,-0.9240464217063675
570287408438120448,1,0.6451,0,0.0,0,mollanderson,0,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,2015-02-24 10:21:28-08:00,Unknown,Eastern Time (US & Canada),24,10,21,28,10.357777777777777,0.4168096939086046,-0.9089937728410549
570285904809598977,1,1.0,0,0.0,0,sjespers,0,@VirginAmerica Thanks!,2015-02-24 10:15:29-08:00,"San Francisco, CA",Pacific Time (US & Canada),24,10,15,29,10.258055555555556,0.4403962576915371,-0.8978035064596759
570282469121007616,2,0.6842,3,0.3684,0,smartwatermelon,0,@VirginAmerica SFO-PDX schedule is still MIA.,2015-02-24 10:01:50-08:00,"palo alto, ca",Pacific Time (US & Canada),24,10,1,50,10.030555555555557,0.49305637036189626,-0.8699973653095465
570277724385734656,1,1.0,0,0.0,0,ItzBrianHunty,0,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,2015-02-24 09:42:59-08:00,west covina,Pacific Time (US & Canada),24,9,42,59,9.716388888888888,0.5628650375096759,-0.8265488186122046
570276917301137409,2,1.0,1,1.0,0,heatherovieda,0,@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!,2015-02-24 09:39:46-08:00,this place called NYC,Eastern Time (US & Canada),24,9,39,46,9.662777777777778,0.5744101247857483,-0.8185676566684156
570270684619923457,1,1.0,0,0.0,0,thebrandiray,0,I ❤️ flying @VirginAmerica. ☺️👍,2015-02-24 09:15:00-08:00,Somewhere celebrating life. ,Atlantic Time (Canada),24,9,15,0,9.25,0.659345815100069,-0.7518398074789773
570267956648792064,1,1.0,0,0.0,0,JNLpierce,0,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,2015-02-24 09:04:10-08:00,Boston | Waltham,Quito,24,9,4,10,9.069444444444445,0.6941350681553269,-0.7198447799053624
570265883513384960,2,0.6705,2,0.3614,0,MISSGJ,0,@VirginAmerica why are your first fares in May over three times more than other carriers when all seats are available to select???,2015-02-24 08:55:56-08:00,Unknown,Unknown,24,8,55,56,8.932222222222222,0.7195418378310089,-0.694449093606417
570264145116819457,1,1.0,0,0.0,0,DT_Les,0,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,2015-02-24 08:49:01-08:00,Unknown,Unknown,24,8,49,1,8.816944444444443,0.7401692296355095,-0.6724206358379972
570259420287868928,1,1.0,0,0.0,0,ElvinaBeck,0,@VirginAmerica I love the hipster innovation. You are a feel good brand.,2015-02-24 08:30:15-08:00,Los Angeles,Pacific Time (US & Canada),24,8,30,15,8.504166666666666,0.7926888127067685,-0.609626480895912
570258822297579520,0,1.0,0,0.0,0,rjlynch21086,0,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,2015-02-24 08:27:52-08:00,"Boston, MA ",Eastern Time (US & Canada),24,8,27,52,8.464444444444444,0.798985496661007,-0.6013502940261722
570256553502068736,2,1.0,4,0.3557,0,ayeevickiee,0,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,2015-02-24 08:18:51-08:00,714,Mountain Time (US & Canada),24,8,18,51,8.314166666666667,0.8220198239405442,-0.5694588738870936
570249102404923392,2,1.0,4,1.0,0,Leora13,0,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,2015-02-24 07:49:15-08:00,Unknown,Unknown,24,7,49,15,7.820833333333333,0.8885171496977382,-0.458843409773974
570239632807370753,2,1.0,2,0.6614,0,meredithjlynn,0,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,2015-02-24 07:11:37-08:00,Unknown,Unknown,24,7,11,37,7.193611111111111,0.9515720497592126,-0.3074258188848988
570217831557677057,0,0.6854,0,0.0,0,AdamSinger,0,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,2015-02-24 05:44:59-08:00,"San Francisco, CA",Central Time (US & Canada),24,5,44,59,5.749722222222222,0.9978541643502451,0.06547569540580761
570207886493782019,2,1.0,1,1.0,0,blackjackpro911,0,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,2015-02-24 05:05:28-08:00,"San Mateo, CA & Las Vegas, NV",Unknown,24,5,5,28,5.091111111111111,0.9718240359633366,0.23570753726584887
570124596180955136,0,0.615,0,0.0,0,TenantsUpstairs,0,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,2015-02-23 23:34:30-08:00,Brooklyn,Atlantic Time (Canada),23,23,34,30,23.575,-0.11103530855427855,0.993816462056378
570114021854212096,2,1.0,5,1.0,0,jordanpichler,0,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",2015-02-23 22:52:29-08:00,Unknown,Vienna,23,22,52,29,22.87472222222222,-0.290354267151832,0.9569192231043969
570094701371469825,0,1.0,0,0.0,0,JCervantezzz,0,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,2015-02-23 21:35:43-08:00,"California, San Francisco",Pacific Time (US & Canada),23,21,35,43,21.595277777777778,-0.5887849702526049,0.8082897121729554
570088404156698625,2,1.0,4,1.0,0,Cuschoolie1,0,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",2015-02-23 21:10:41-08:00,Washington DC,Quito,23,21,10,41,21.178055555555556,-0.6733889387300228,0.7392883992029454
570084582780899328,2,1.0,4,1.0,0,amanduhmccarty,0,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",2015-02-23 20:55:30-08:00,Unknown,Pacific Time (US & Canada),23,20,55,30,20.925,-0.720853596702919,0.6930873625456356
570076792993611776,1,1.0,0,0.0,0,NorthTxHomeTeam,0,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,2015-02-23 20:24:33-08:00,Texas,Central Time (US & Canada),23,20,24,33,20.409166666666664,-0.8076040827528425,0.5897250592614663
570051991277342720,0,0.6207,0,0.0,0,miaerolinea,0,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,2015-02-23 18:46:00-08:00,Worldwide,Caracas,23,18,46,0,18.766666666666666,-0.9799247046208297,0.19936793441719694
570051381534396416,1,1.0,0,0.0,0,Nicsplace,0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,2015-02-23 18:43:35-08:00,Central Texas,Unknown,23,18,43,35,18.726388888888888,-0.9819724615085584,0.18902403243720808
570045393565691904,1,1.0,0,0.0,0,Nicsplace,0,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",2015-02-23 18:19:47-08:00,Central Texas,Unknown,23,18,19,47,18.329722222222223,-0.9962766487801441,0.08621391474353375
570038941497192448,0,0.6791,0,0.0,0,elisha_malulani,0,@VirginAmerica when can I book my flight to Hawaii??,2015-02-23 17:54:09-08:00,i'm creating a monster ,Pacific Time (US & Canada),23,17,54,9,17.9025,-0.9996742436362176,-0.02552266855867921
570035876845084672,2,1.0,4,1.0,0,DannyDouglass,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,2015-02-23 17:41:58-08:00,"San Francisco, CA",Pacific Time (US & Canada),23,17,41,58,17.699444444444445,-0.9969059117758748,-0.07860409064617156
570033593394667521,1,0.6639,0,0.0,0,jamesferrandini,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",2015-02-23 17:32:54-08:00,Unknown,Unknown,23,17,32,54,17.548333333333336,-0.9930170770589489,-0.11797069411214625
570025482344898560,2,0.6688,5,0.6688,0,will_lenzenjr,0,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",2015-02-23 17:00:40-08:00,Iowa City,Central Time (US & Canada),23,17,0,40,17.011111111111113,-0.9666746126776141,-0.2560081897217053
570016304284901379,0,1.0,0,0.0,0,GottAmanda,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,2015-02-23 16:24:11-08:00,Los Angeles,Unknown,23,16,24,11,16.403055555555554,-0.9138705312724698,-0.4060057291120087
570015408788414464,0,0.6578,0,0.0,0,KGervaise,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,2015-02-23 16:20:38-08:00,Georgia,Pacific Time (US & Canada),23,16,20,38,16.343888888888888,-0.9074722043586776,-0.42011212588593827
570013523650048002,0,1.0,0,0.0,0,papamurat,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,2015-02-23 16:13:09-08:00,Unknown,Unknown,23,16,13,9,16.219166666666666,-0.8932733408689821,-0.44951389132346875
570012257549070337,1,1.0,0,0.0,0,arieldaie,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,2015-02-23 16:08:07-08:00,Los Angeles,Unknown,23,16,8,7,16.135277777777777,-0.8831864649950579,-0.4690220336503748
570011341483843584,0,0.6799,0,0.0,0,vacations7,0,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,2015-02-23 16:04:28-08:00,Turks and caicos,Unknown,23,16,4,28,16.074444444444445,-0.8756050711056489,-0.4830277005038857
570010571707256832,1,1.0,0,0.0,0,ChelseaPoe666,0,@VirginAmerica wow this just blew my mind,2015-02-23 16:01:25-08:00,Oakland via Midwest ,Atlantic Time (Canada),23,16,1,25,16.02361111111111,-0.8690995262208622,-0.49463725448319484
570010539499393025,0,1.0,0,0.0,0,BobGlavinVO,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,2015-02-23 16:01:17-08:00,"New York, NY",Eastern Time (US & Canada),23,16,1,17,16.02138888888889,-0.8688116108679443,-0.49514279235494035
570009713447825408,0,0.6436,0,0.0,0,lisaaiko,0,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,2015-02-23 15:58:00-08:00,Unknown,Unknown,23,15,58,0,15.966666666666667,-0.8616291604415258,-0.5075383629607041
570009035455344640,0,0.6764,0,0.0,0,grantbrowne,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",2015-02-23 15:55:18-08:00,Worldwide,Central Time (US & Canada),23,15,55,18,15.921666666666667,-0.8555902106518891,-0.5176537370063661
570006886012973056,1,0.657,0,0.0,0,joyabsalon,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,2015-02-23 15:46:46-08:00,Northern Virginia,Eastern Time (US & Canada),23,15,46,46,15.779444444444445,-0.8357275003962009,-0.5491443754437607
570004391731847169,0,1.0,0,0.0,0,2v,0,@VirginAmerica wish you flew out of Atlanta... Soon?,2015-02-23 15:36:51-08:00,Los Angeles / Atlanta,Eastern Time (US & Canada),23,15,36,51,15.614166666666666,-0.8111914176540929,-0.584780714391594
570001194900426752,0,0.7118,0,0.0,0,KSmithFoundHere,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,2015-02-23 15:24:09-08:00,Unknown,Atlantic Time (Canada),23,15,24,9,15.4025,-0.7775576842080097,-0.6288116154533702
570000071644872704,0,1.0,0,0.0,0,papamurat,0,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,2015-02-23 15:19:41-08:00,Unknown,Unknown,23,15,19,41,15.328055555555554,-0.7651555603082416,-0.6438454539168392
569996412286582784,2,0.6939,5,0.6939,0,murphicus,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,2015-02-23 15:05:09-08:00,"new york, new york",Eastern Time (US & Canada),23,15,5,9,15.085833333333333,-0.7228164015452037,-0.691040121597323
569996245462159361,1,1.0,0,0.0,0,VinnieFerra,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,2015-02-23 15:04:29-08:00,"brooklyn, Ny",Pacific Time (US & Canada),23,15,4,29,15.074722222222222,-0.720803192061512,-0.6931397826657586
569990222609412097,1,0.635,0,0.0,0,KevinDemsi,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,2015-02-23 14:40:33-08:00,"Bali, Republic of Indonesia",Kuala Lumpur,23,14,40,33,14.675833333333333,-0.6446241316507808,-0.7644996591846702
569990163209850881,0,0.7007,0,0.0,0,giffgaffman,0,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,2015-02-23 14:40:19-08:00,"UK, USA. ",Unknown,23,14,40,19,14.671944444444444,-0.6438454539168387,-0.7651555603082422
569989504431316993,0,1.0,0,0.0,0,HanlonBrothers,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,2015-02-23 14:37:42-08:00,"Gold Coast, Australia",Brisbane,23,14,37,42,14.628333333333334,-0.6350676213971598,-0.7724565465144002
569989321698074624,0,1.0,0,0.0,0,emilybg78,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,2015-02-23 14:36:58-08:00,"Stockton, CA",Arizona,23,14,36,58,14.616111111111111,-0.6325926910262724,-0.7744846591509345
569989034501500928,2,1.0,4,1.0,0,rachie1126,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,2015-02-23 14:35:50-08:00,"New York, NY",Eastern Time (US & Canada),23,14,35,50,14.597222222222223,-0.6287550682002127,-0.7776034106230154
569987622484848640,0,0.6858,0,0.0,0,adawson66,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",2015-02-23 14:30:13-08:00,Unknown,Unknown,23,14,30,13,14.50361111111111,-0.6095111825339243,-0.7927774708996826
569986782567071744,0,1.0,0,0.0,0,SocialPLC,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",2015-02-23 14:26:53-08:00,"Twin Cities, Minn.",Eastern Time (US & Canada),23,14,26,53,14.448055555555555,-0.5979166413134955,-0.8015582886106217
569986348041547778,1,1.0,0,0.0,0,jeffreymace01,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,2015-02-23 14:25:09-08:00,Unknown,Unknown,23,14,25,9,14.419166666666666,-0.5918373384359926,-0.8060574203076356
569982307634794497,0,0.6814,0,0.0,0,1stcrown,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,2015-02-23 14:09:06-08:00,USA,Central Time (US & Canada),23,14,9,6,14.151666666666667,-0.5339834834841777,-0.8454949079480626
569976620158578688,2,1.0,4,1.0,0,onerockgypsy,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,2015-02-23 13:46:30-08:00,next city,Pacific Time (US & Canada),23,13,46,30,13.775,-0.4481491935892224,-0.8939587799699322
569973821396152323,2,1.0,3,0.6789,0,noelduan,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",2015-02-23 13:35:23-08:00,SF ↔ NY,Eastern Time (US & Canada),23,13,35,23,13.589722222222223,-0.40427708235003185,-0.9146365620761864
569972508499283968,1,0.6922,0,0.0,0,Travelzoo,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,2015-02-23 13:30:10-08:00,"New York, NY",Pacific Time (US & Canada),23,13,30,10,13.502777777777778,-0.3833551952704561,-0.9236009929938093
569967019958730753,2,1.0,6,1.0,0,gianagon,0,@VirginAmerica everything was fine until you lost my bag,2015-02-23 13:08:21-08:00,New York + Panama,Eastern Time (US & Canada),23,13,8,21,13.139166666666666,-0.29383179654786945,-0.9558571416992455
569961866224652288,0,1.0,0,0.0,0,bxchen,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,2015-02-23 12:47:52-08:00,"San Francisco, CA",Eastern Time (US & Canada),23,12,47,52,12.797777777777778,-0.20734259245779474,-0.9782683933118155
569949891163615232,0,0.6492,0,0.0,0,seimatrun,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,2015-02-23 12:00:17-08:00,Los Angeles,Unknown,23,12,0,17,12.004722222222222,-0.001236274571913377,-0.9999992358122994
569948966873370625,0,1.0,0,0.0,0,jamied7,0,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",2015-02-23 11:56:37-08:00,"London, England",London,23,11,56,37,11.943611111111112,0.014762040385218146,-0.9998910351451628
569946362126602240,2,1.0,7,0.3516,0,seimatrun,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,2015-02-23 11:46:16-08:00,Los Angeles,Unknown,23,11,46,16,11.771111111111113,0.05988711589739787,-0.9982051559421499
569942903683813376,1,1.0,0,0.0,0,mrmichaellay,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",2015-02-23 11:32:31-08:00,Floridian from Cincinnati ,Eastern Time (US & Canada),23,11,32,31,11.541944444444445,0.11963145583210467,-0.9928183694792775
569941957490774016,1,1.0,0,0.0,0,TaylorLumsden,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,2015-02-23 11:28:46-08:00,"Dallas, Texas",Mountain Time (US & Canada),23,11,28,46,11.479444444444445,0.1358596694306106,-0.9907280909625028
569940834994401280,0,1.0,0,0.0,0,campusmoviefest,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",2015-02-23 11:24:18-08:00,USA,Eastern Time (US & Canada),23,11,24,18,11.405000000000001,0.15514145037183336,-0.9878922665840258
569940323746516993,0,1.0,0,0.0,0,TaylorLumsden,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,2015-02-23 11:22:16-08:00,"Dallas, Texas",Mountain Time (US & Canada),23,11,22,16,11.371111111111112,0.16389989898690102,-0.9864769754596828
569935232033366017,2,1.0,4,1.0,0,meme_meng,0,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,2015-02-23 11:02:02-08:00,Unknown,Unknown,23,11,2,2,11.033888888888889,0.25023919004025347,-0.9681840464333205
569934395865493504,0,1.0,0,0.0,0,kyle_romanoff,0,@VirginAmerica what happened to Doom?!,2015-02-23 10:58:43-08:00,Unknown,Unknown,23,10,58,43,10.97861111111111,0.2642237554885103,-0.9644614077481525
569933816963342337,2,1.0,4,1.0,0,GunsNDip,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,2015-02-23 10:56:25-08:00,Unknown,Pacific Time (US & Canada),23,10,56,25,10.940277777777778,0.27388927816639447,-0.961761229882704
569933777931145216,1,1.0,0,0.0,0,artisticwritr87,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,2015-02-23 10:56:16-08:00,"Seattle, WA",Pacific Time (US & Canada),23,10,56,16,10.937777777777779,0.2745186907117011,-0.9615817637881521
569933405506310144,2,0.6792,3,0.3477,0,arieldaie,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,2015-02-23 10:54:47-08:00,Los Angeles,Unknown,23,10,54,47,10.913055555555555,0.2807365071890865,-0.9597848787781937
569933360564342784,2,1.0,2,1.0,0,GunsNDip,0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,2015-02-23 10:54:36-08:00,Unknown,Pacific Time (US & Canada),23,10,54,36,10.91,0.28150419007067506,-0.9595599986309628
569929243146088448,2,1.0,2,1.0,0,GunsNDip,0,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,2015-02-23 10:38:14-08:00,Unknown,Pacific Time (US & Canada),23,10,38,14,10.637222222222222,0.3492535657879766,-0.937028252927511
569926998824394752,2,1.0,5,1.0,0,jsatk,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,2015-02-23 10:29:19-08:00,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada),23,10,29,19,10.48861111111111,0.3854363703019927,-0.9227344170715782
569923394990419968,0,0.6705,0,0.0,0,serenaklal,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,2015-02-23 10:15:00-08:00,Chicago,Eastern Time (US & Canada),23,10,15,0,10.25,0.4422886902190017,-0.8968727415326881
569922008588222465,0,1.0,0,0.0,0,openambit1,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,2015-02-23 10:09:30-08:00,Unknown,Unknown,23,10,9,30,10.158333333333333,0.4636826702625932,-0.886001343846696
569920824905306113,0,0.6545,0,0.0,0,cabowine,0,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,2015-02-23 10:04:47-08:00,"Los Cabos,Mexico",Arizona,23,10,4,47,10.079722222222221,0.4818173996478829,-0.8762716436109024
569919041244147712,2,1.0,2,0.6513,0,MaryAnnTaylorT,0,@VirginAmerica Why is the site down?  When will it be back up?,2015-02-23 09:57:42-08:00,"New York, NY",Arizona,23,9,57,42,9.961666666666666,0.508665797745601,-0.8609640562786761
569915941192015872,0,1.0,0,0.0,0,RamotControl,0,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",2015-02-23 09:45:23-08:00,Unknown,Pacific Time (US & Canada),23,9,45,23,9.756388888888889,0.554178734472493,-0.832397699575429
569913339427434496,0,0.6639,0,0.0,0,losermelon,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",2015-02-23 09:35:03-08:00,Unknown,Unknown,23,9,35,3,9.584166666666667,0.591133695373109,-0.8065735888277847
569911816937033728,2,1.0,8,1.0,0,AlisonK33774854,0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,2015-02-23 09:29:00-08:00,Unknown,Unknown,23,9,29,0,9.483333333333333,0.6122172800344496,-0.7906895737438431
569911674158731264,2,1.0,3,1.0,0,GunsNDip,0,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",2015-02-23 09:28:26-08:00,Unknown,Pacific Time (US & Canada),23,9,28,26,9.473888888888888,0.6141704259740953,-0.7891734206489713
569911218942517248,0,0.6765,0,0.0,0,yazdanagh,0,@VirginAmerica why is flight 345 redirected?,2015-02-23 09:26:37-08:00,Unknown,Unknown,23,9,26,37,9.443611111111112,0.6204066094571052,-0.7842803318596858
569910981868060673,2,1.0,4,0.6863,0,MerchEngines,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",2015-02-23 09:25:41-08:00,"Los Angeles, CA",Arizona,23,9,25,41,9.428055555555554,0.6235953866105106,-0.7817472697733506
569909224521641984,2,1.0,4,0.6771,0,ColorCartel,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,2015-02-23 09:18:42-08:00,"Austin, TX",Mountain Time (US & Canada),23,9,18,42,9.311666666666667,0.6471224947664249,-0.7623860418234836
